p (mbar),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),T (degC)
973.28,96.1,5.63,5.41,0.22,3.46,5.55,1243.73,0.22,0.44,115.6,-1.12
972.57,96,5.52,5.3,0.22,3.4,5.45,1244.02,0.59,1.24,311.4,-1.37
971.55,94.9,5.73,5.44,0.29,3.49,5.6,1240.38,0.68,1.16,22.62,-0.88
971.09,95,5.63,5.34,0.28,3.43,5.5,1240.95,0.83,1.32,347.3,-1.12
971.14,92.7,5.78,5.36,0.42,3.44,5.52,1239.31,1.15,1.6,228.9,-0.75
969.95,87.3,6.63,5.79,0.84,3.72,5.97,1229.12,0.48,1.08,51.18,1.13
968.65,90.1,6.47,5.83,0.64,3.75,6.01,1228.99,0.57,1.12,232.8,0.78
968.29,91.3,6.55,5.98,0.57,3.85,6.18,1227.65,1.2,1.8,218.4,0.96
967.2,93.1,6.33,5.89,0.44,3.8,6.09,1228.46,0.37,0.6,292.6,0.48
966.02,94.7,6.3,5.97,0.33,3.85,6.18,1227.13,0.55,0.96,57.82,0.44
963.97,95.5,6.2,5.92,0.28,3.83,6.14,1225.61,0.46,1.08,195,0.2
962.3,94.6,6.36,6.02,0.34,3.9,6.26,1221.8,1.47,2.16,229.9,0.56
961.28,95.2,6.38,6.07,0.31,3.94,6.32,1220.3,0.73,1.52,259.9,0.6
959.96,94.8,6.65,6.31,0.35,4.1,6.57,1215.94,0.73,1.4,177.8,1.18
958.37,96.9,6.45,6.25,0.2,4.06,6.52,1215.89,0.77,1.44,271.5,0.74
957.77,97.9,6.49,6.35,0.14,4.14,6.63,1214.66,3.41,4.2,194.2,0.84
958.18,98,6.93,6.79,0.14,4.42,7.09,1210.97,3.86,5.65,193.3,1.74
958.91,92.6,8.57,7.94,0.63,5.16,8.28,1198.28,5.15,6.05,216.3,4.74
960.86,85.7,10.15,8.69,1.45,5.65,9.05,1189.96,4.54,6.05,222.9,7.17
962.33,74.9,10.09,7.56,2.53,4.9,7.85,1192.66,3.15,5.81,231.8,7.09
964.82,71.2,8.65,6.16,2.49,3.98,6.38,1205.95,8.25,12.29,213.4,4.87
967.64,72.1,8.33,6,2.32,3.87,6.21,1211.92,7.59,10.09,211.5,4.33
969.23,74.5,8.23,6.13,2.1,3.95,6.33,1214.56,7.71,10.87,214.3,4.17
970.62,76.3,7.94,6.06,1.88,3.89,6.24,1218.58,4.23,6.25,215.5,3.66
971.54,72.4,8.2,5.93,2.26,3.81,6.11,1217.86,4.7,8.01,209.2,4.1
973.27,71.8,8.21,5.9,2.32,3.78,6.06,1219.92,6.26,10.77,214.3,4.13
975.31,72.1,7.93,5.72,2.21,3.65,5.86,1224.76,2.59,5.41,239.7,3.63
977.63,69.87,7.67,5.36,2.31,3.42,5.48,1229.92,2.13,5.23,233.4,3.17
979.04,66.09,7.56,4.99,2.56,3.18,5.1,1232.82,1.77,5.19,226.9,2.96
979.57,63.75,7.32,4.67,2.65,2.97,4.77,1235.62,2.33,6.39,219.4,2.51
980.17,67.6,6.55,4.43,2.12,2.81,4.52,1243.49,1.2,2.62,193.8,0.96
981.13,71,6.48,4.6,1.88,2.92,4.69,1245.33,2.94,6.57,221.8,0.81
981.59,72.9,6.69,4.88,1.81,3.1,4.97,1243.74,3.26,4.75,185.8,1.26
981.93,67.9,8.03,5.45,2.58,3.46,5.55,1232.44,5.84,9.21,210.7,3.81
981.44,66.21,8.31,5.5,2.81,3.49,5.6,1229.65,5.87,8.33,207.1,4.29
981.18,68.16,8.17,5.57,2.6,3.54,5.68,1230.33,5.12,6.89,206,4.06
981.16,72.7,7.49,5.45,2.05,3.46,5.55,1235.83,4.25,5.57,218.2,2.83
981.29,80.4,6.54,5.25,1.28,3.34,5.35,1244.66,1.58,2.88,226.7,0.93
981.09,82.3,6.28,5.17,1.11,3.28,5.27,1246.93,1.3,2.36,196.2,0.39
981.09,83.5,6.03,5.03,0.99,3.2,5.13,1249.6,1.23,2.48,175.6,-0.19
981.5,81.3,6.06,4.93,1.13,3.13,5.02,1249.77,3.07,3.61,223,-0.1
981.39,80.8,5.83,4.71,1.12,2.99,4.8,1252.17,0.92,1.6,190.7,-0.63
980.9,82.6,5.59,4.62,0.97,2.93,4.71,1254.24,2.77,3.89,197.2,-1.2
980.53,85.4,5.34,4.56,0.78,2.9,4.65,1256.69,2.08,3.08,170.9,-1.83
979.91,87.9,4.96,4.36,0.6,2.77,4.45,1260.54,2.16,2.92,210,-2.81
979.67,86.4,4.98,4.3,0.68,2.74,4.39,1260.03,2.81,4.61,183.1,-2.76
979.95,89.4,4.79,4.28,0.51,2.72,4.37,1262.91,2.24,2.84,208.3,-3.3
980.28,84.8,5.21,4.42,0.79,2.81,4.51,1257.97,1.7,2.48,212.6,-2.16
979.31,75.9,6.21,4.72,1.5,3,4.82,1245.56,2.87,3.81,168.4,0.24
978.19,66.26,6.75,4.47,2.28,2.85,4.57,1239.12,2.72,4.04,145,1.37
977.37,66.11,6.45,4.26,2.18,2.72,4.36,1241.01,3.63,5.37,183.8,0.74
976.64,69.72,6.04,4.21,1.83,2.69,4.31,1244.18,4.39,5.33,205.6,-0.16
976.42,73.1,6.11,4.46,1.64,2.85,4.57,1243.1,4.34,5.41,211,-0.01
975.68,73,6.87,5.02,1.86,3.2,5.14,1234.51,7.77,11.34,215.3,1.63
975.19,78.3,6.79,5.32,1.47,3.4,5.45,1234.49,7.78,10.85,210,1.46
975.53,79.8,6.89,5.5,1.39,3.51,5.64,1233.93,6.48,8.39,212.9,1.66
975.17,81.9,6.89,5.65,1.25,3.61,5.79,1233.38,2.94,3.8,208.1,1.67
975.22,80,7.06,5.65,1.41,3.61,5.79,1231.94,2.77,5.73,203.8,2
975.16,77.7,7.16,5.56,1.6,3.56,5.71,1231.01,3.42,5.29,225.4,2.2
974.88,79.2,7.2,5.7,1.5,3.65,5.85,1230.24,4.45,5.93,212,2.28
975.5,74.3,7.35,5.46,1.89,3.49,5.6,1229.87,1.85,2.8,209.7,2.57
976.51,71.7,7.39,5.3,2.09,3.38,5.42,1230.92,2.9,4.97,203.2,2.63
977.03,71.6,7.46,5.34,2.12,3.41,5.47,1230.89,3.44,5.49,225,2.78
977.21,76.6,7.28,5.58,1.7,3.56,5.71,1232.57,4.9,7.21,204.1,2.43
977.44,70.3,7.83,5.5,2.32,3.51,5.63,1228.38,2.1,4.12,242.8,3.45
978.44,73,7.48,5.46,2.02,3.48,5.58,1232.48,2.2,4.16,271.8,2.81
979.29,77.4,7.21,5.58,1.63,3.55,5.7,1235.8,1.57,2.48,260.5,2.3
980.17,81.5,6.88,5.61,1.27,3.57,5.72,1239.83,1.21,1.8,262,1.65
981.14,86.1,6.32,5.44,0.88,3.46,5.55,1246.46,0.41,0.84,189.5,0.48
981.52,91.1,5.85,5.33,0.52,3.39,5.43,1251.82,1.07,1.76,235.9,-0.58
981.76,95,5.28,5.01,0.26,3.18,5.11,1258.77,0.78,1.56,215.8,-1.99
982.06,95.7,4.88,4.67,0.21,2.96,4.75,1264.27,0.5,0.72,198,-3.05
981.76,96.2,4.6,4.43,0.17,2.81,4.51,1267.62,0.9,1.32,163.8,-3.82
981.51,97,4.52,4.39,0.14,2.78,4.47,1268.43,1.31,1.86,211.5,-4.05
981.14,97.3,4.34,4.23,0.12,2.68,4.31,1270.52,1.41,2.12,154.4,-4.58
981.24,97.2,4.11,3.99,0.12,2.54,4.07,1274.23,1.5,2.18,214.3,-5.31
980.68,96.4,4.48,4.32,0.16,2.74,4.4,1267.99,0.93,1.84,213.6,-4.18
979.23,94.2,5.36,5.05,0.31,3.22,5.16,1254.5,1.72,2.52,179.4,-1.77
976.98,82.7,6.1,5.05,1.06,3.22,5.17,1243.56,1.13,2.14,136.8,-0.01
975.45,77.1,6.39,4.93,1.46,3.15,5.05,1238.81,0.76,1.96,139.7,0.62
974.58,78.3,6.28,4.91,1.36,3.14,5.04,1238.83,2.75,4.89,182,0.37
973.15,95.9,5.6,5.37,0.23,3.44,5.52,1243.82,2.87,4.24,141,-1.18
971.87,97.3,5.63,5.48,0.15,3.52,5.64,1241.78,2.2,4.33,154.1,-1.1
971.01,97.5,5.7,5.56,0.14,3.57,5.73,1239.91,1.35,2.2,199.2,-0.94
970.08,97.6,5.75,5.61,0.14,3.61,5.79,1238.15,1.29,2,211.4,-0.82
969.11,97.7,5.82,5.68,0.13,3.66,5.87,1236.17,1.38,1.54,207.5,-0.67
968.62,98.1,5.98,5.86,0.11,3.77,6.05,1233.8,0.78,1.88,164.6,-0.3
968.09,98.3,6.05,5.95,0.1,3.83,6.14,1232.32,1.19,1.88,212.5,-0.13
967.75,98.6,5.98,5.9,0.08,3.8,6.09,1232.63,1.17,2.08,222.8,-0.29
968.07,98.5,6.07,5.98,0.09,3.85,6.17,1232.12,1.36,2.48,138.9,-0.09
968.59,97.7,8,7.82,0.18,5.04,8.07,1214.72,0.76,1.56,174.9,3.77
968.49,95.3,8.08,7.7,0.38,4.96,7.95,1214.07,0.71,1.4,214,3.9
967.51,94.2,8.39,7.9,0.49,5.09,8.16,1210.43,1.06,1.76,224.2,4.43
966.8,91.9,7.91,7.27,0.64,4.69,7.52,1213.43,0.94,1.84,90.1,3.61
966.66,96.3,6.81,6.56,0.25,4.23,6.79,1222.88,1.19,2.36,345.4,1.51
966.65,97.1,6.36,6.18,0.18,3.99,6.39,1227.26,1.61,2.96,359.5,0.56
966.64,97.4,6.29,6.13,0.16,3.95,6.34,1227.97,1.55,1.88,33.1,0.41
967.32,98.3,6.03,5.93,0.1,3.82,6.13,1231.51,2,3.12,12.32,-0.17
967.75,98.4,5.92,5.83,0.09,3.75,6.02,1233.27,3.09,4.05,20.4,-0.42
967.76,98.6,5.83,5.75,0.08,3.71,5.94,1234.25,1.85,2.36,18.94,-0.63
968,98.7,5.79,5.72,0.08,3.68,5.91,1235.02,0.87,1.44,23.28,-0.73
967.92,98.7,5.72,5.65,0.07,3.64,5.83,1235.7,2.16,3.36,19.49,-0.89
968.24,98.8,5.67,5.6,0.07,3.61,5.78,1236.71,3.03,4.33,25.95,-1.02
968.7,98.8,5.59,5.53,0.07,3.56,5.7,1238.17,2.35,3.24,24.58,-1.2
969.32,98.5,5.49,5.41,0.08,3.48,5.58,1240.19,3.21,3.97,36.85,-1.46
969.75,98.8,5.45,5.38,0.07,3.46,5.55,1241.23,2.5,3.34,35.8,-1.56
968.78,98.8,5.5,5.43,0.07,3.5,5.61,1239.34,3.3,3.81,36.04,-1.43
968.04,99,5.55,5.49,0.06,3.54,5.67,1237.84,3.06,4.17,27.57,-1.31
967.39,99,5.53,5.47,0.06,3.53,5.66,1237.22,3.22,3.97,30.07,-1.36
966.8,99.1,5.61,5.56,0.05,3.58,5.75,1235.54,2.49,3.16,34.02,-1.16
966.65,98.9,5.63,5.57,0.06,3.59,5.76,1235.1,2.82,4.05,28.06,-1.11
966.91,98.6,5.47,5.4,0.08,3.48,5.58,1237.26,3.38,4.33,27,-1.49
967.37,97.2,5.11,4.96,0.14,3.2,5.13,1242.35,2.71,4.37,20.73,-2.43
967.45,95.7,4.95,4.74,0.21,3.05,4.9,1244.48,2,3.1,17.04,-2.85
967.02,96.3,4.85,4.67,0.18,3.01,4.83,1245.16,2.81,3.93,30.98,-3.11
966.94,96.7,4.73,4.57,0.16,2.95,4.73,1246.68,3.53,5.17,45.95,-3.45
966.87,97.3,4.57,4.45,0.12,2.87,4.6,1248.72,3.64,4.65,29.87,-3.9
967.41,96.9,4.58,4.44,0.14,2.86,4.59,1249.31,1.44,2.52,27.61,-3.87
967.76,95.5,4.51,4.3,0.2,2.77,4.45,1250.88,1.78,2.56,10.02,-4.1
968.55,93.2,4.53,4.22,0.31,2.71,4.36,1251.63,3.27,4.65,26.86,-4.03
968.61,93.2,4.54,4.24,0.31,2.72,4.37,1251.48,4.22,5.69,26.49,-3.98
969.18,94.9,4.53,4.3,0.23,2.77,4.44,1252.35,3.11,4.45,31.43,-4.02
970.21,94.6,4.57,4.32,0.25,2.78,4.46,1253.17,2.91,4.33,25.6,-3.91
971.18,94,4.55,4.28,0.27,2.74,4.41,1254.7,2.89,4.33,20.98,-3.97
972.12,94.3,4.53,4.27,0.26,2.74,4.39,1256.23,2.25,3.41,24.98,-4.03
973.19,93.8,4.53,4.25,0.28,2.72,4.37,1257.59,1.06,2.24,23.18,-4.03
974.56,93.4,4.55,4.25,0.3,2.72,4.36,1259.04,0.67,1.24,228.6,-3.96
975.62,92.8,4.55,4.22,0.33,2.69,4.32,1260.54,1.04,2.08,253.3,-3.98
976.44,93,4.56,4.24,0.32,2.71,4.34,1261.39,0.81,1.68,189.2,-3.94
978.01,91.9,4.49,4.13,0.36,2.63,4.22,1264.47,1.01,2.48,350.9,-4.15
979.08,92.4,4.43,4.09,0.34,2.6,4.18,1266.72,1.73,3.16,258.3,-4.33
980.43,93,4.46,4.15,0.31,2.64,4.23,1267.99,1.6,2.52,249.9,-4.23
981.8,93.7,4.57,4.29,0.29,2.72,4.37,1268.12,1.88,5.01,287.6,-3.9
983.81,92.9,4.63,4.3,0.33,2.72,4.37,1269.95,2.11,3.65,263.1,-3.74
985.46,90.5,4.71,4.27,0.45,2.7,4.33,1270.98,2.3,4.33,258,-3.5
986.98,90.2,4.54,4.1,0.44,2.58,4.15,1275.38,2.38,4.77,263.3,-4
988.55,88.5,4.47,3.96,0.51,2.49,4,1278.45,2.16,3.61,263,-4.2
990.04,87.8,4.1,3.6,0.5,2.27,3.64,1285.99,1.55,3.12,234,-5.34
991.05,90.2,3.67,3.31,0.36,2.08,3.34,1294.42,1.47,2.04,238.7,-6.78
991.47,91.7,3.46,3.17,0.29,1.99,3.2,1298.74,1.63,2.28,221.6,-7.54
991.7,92.6,3.36,3.11,0.25,1.95,3.13,1300.98,1.71,2.42,199.7,-7.93
991.7,93.9,3.17,2.98,0.19,1.87,3,1304.64,1.53,2.48,201.4,-8.66
991.39,93.4,3.26,3.04,0.21,1.91,3.07,1302.53,1.98,2.8,220.6,-8.32
991.21,93.4,3.53,3.3,0.23,2.07,3.33,1297.07,0.86,1.6,217.6,-7.28
991.03,93,3.82,3.56,0.27,2.23,3.59,1291.71,1.59,2.16,211.7,-6.25
990.48,91.3,4.16,3.8,0.36,2.39,3.84,1285.5,0.73,1.4,115.1,-5.14
989.61,94.6,4.14,3.92,0.22,2.46,3.96,1284.69,1.32,2.86,123.9,-5.22
989.88,94.1,4.34,4.08,0.26,2.57,4.13,1281.99,1.13,2.06,196.8,-4.59
990.12,89.5,4.8,4.3,0.5,2.7,4.34,1275.84,1.48,2.16,217.5,-3.26
989.48,87.7,5.27,4.62,0.65,2.91,4.67,1269.02,1.2,2.28,184.8,-2.02
989,91.5,5.19,4.75,0.44,2.99,4.8,1269.29,1.52,2.36,157,-2.22
989.32,95.2,5.1,4.86,0.24,3.06,4.91,1270.68,1.11,1.68,135.1,-2.44
990.06,95.6,4.98,4.76,0.22,3,4.81,1273.2,2.9,4.69,16.71,-2.76
990.76,94.7,4.21,3.98,0.22,2.5,4.02,1285.13,2.26,3.93,13.52,-5
991.67,93.3,4.07,3.8,0.27,2.39,3.83,1288.44,0.58,1.72,124.3,-5.43
992.56,93.2,3.98,3.71,0.27,2.33,3.74,1291.13,0.82,2.04,20.9,-5.73
992.51,93.4,3.87,3.61,0.26,2.27,3.64,1292.88,2.19,3.41,17.09,-6.1
992.09,94.3,3.84,3.62,0.22,2.27,3.65,1292.86,2.12,3.69,20.79,-6.21
991.83,95.8,3.75,3.6,0.16,2.26,3.63,1293.89,1.84,2.92,18.25,-6.49
991.45,96.4,3.71,3.58,0.13,2.25,3.61,1294.08,2.01,2.58,39.65,-6.63
991.09,96.4,3.68,3.55,0.13,2.23,3.58,1294.17,1.72,2.36,20.41,-6.74
990.59,96,3.69,3.54,0.15,2.22,3.57,1293.45,1.71,2.4,41.96,-6.73
990.39,94.9,3.75,3.56,0.19,2.24,3.59,1292.06,0.5,1,329.4,-6.5
989.65,91.7,4.09,3.75,0.34,2.36,3.79,1285.55,0.71,1.18,114.8,-5.37
988.43,82.3,4.42,3.64,0.78,2.29,3.68,1279.13,1.13,2.16,200.7,-4.34
987.51,82.6,4.45,3.68,0.77,2.32,3.72,1277.53,1.08,2.08,171.4,-4.26
987.15,88.2,3.99,3.52,0.47,2.22,3.57,1283.97,1.36,2.08,215.1,-5.69
986.91,89.1,3.95,3.52,0.43,2.22,3.56,1284.36,1.16,1.56,259.3,-5.84
986.57,90.4,3.75,3.39,0.36,2.14,3.44,1287.16,1.08,1.68,248.2,-6.5
986.41,88.2,3.58,3.16,0.42,1.99,3.2,1290.02,2.13,2.52,232.9,-7.11
985.92,84.7,3.2,2.71,0.49,1.71,2.75,1296.62,3.2,3.81,237.3,-8.55
985.16,88,2.7,2.38,0.32,1.5,2.41,1306.3,1.66,2.44,208.6,-10.68
985.04,91.6,2.38,2.18,0.2,1.38,2.22,1313.95,0.74,1.6,173.3,-12.22
984.34,92,2.27,2.09,0.18,1.32,2.12,1316.19,0.36,0.72,142.5,-12.84
983.6,90.6,2.15,1.95,0.2,1.23,1.98,1318.56,0.51,1.12,244.1,-13.49
983.27,89.7,1.98,1.78,0.2,1.13,1.81,1323.25,0.63,1.28,164.3,-14.48
983.27,86.5,2.14,1.85,0.29,1.17,1.88,1318.53,0.66,1.08,190.5,-13.56
982.4,72.6,3.07,2.23,0.84,1.41,2.27,1294.77,0.71,1.58,180.7,-9.07
981.2,74.8,3.51,2.62,0.88,1.67,2.67,1284.67,0.74,1.36,185.2,-7.36
980.23,69.63,4.3,2.99,1.3,1.9,3.05,1270.62,0.58,1.16,224.9,-4.73
979.79,76.3,3.87,2.95,0.92,1.88,3.01,1276.58,0.27,0.44,33.08,-6.09
979.3,89.2,3.09,2.75,0.33,1.75,2.81,1290.03,0.67,1.08,233.2,-8.99
979.14,90,2.72,2.45,0.27,1.56,2.5,1297.78,0.91,1.36,217.7,-10.58
978.68,88.3,2.77,2.44,0.32,1.55,2.5,1296.14,0.37,0.68,144.9,-10.37
977.82,89.5,2.69,2.41,0.28,1.53,2.46,1296.79,0.58,1.12,255,-10.73
977.07,88.9,2.85,2.53,0.32,1.61,2.59,1292.24,0.4,0.8,188.7,-10.02
976.48,88.8,2.81,2.5,0.32,1.59,2.56,1292.21,0.36,0.8,133.1,-10.17
976.33,88.8,2.93,2.6,0.33,1.66,2.67,1289.41,0.45,1.04,192.2,-9.65
975.92,89,2.9,2.58,0.32,1.64,2.64,1289.61,0.4,0.84,219.8,-9.8
975.86,87.1,2.91,2.54,0.38,1.62,2.6,1289.21,0.36,0.64,217.9,-9.73
976.33,89.5,2.87,2.57,0.3,1.64,2.63,1290.65,0.57,0.92,23.9,-9.9
976.6,88.3,3.01,2.66,0.35,1.7,2.72,1288.03,0.99,1.64,22.7,-9.3
976.16,85.1,3.41,2.9,0.51,1.85,2.97,1279.66,0.78,1.2,29.54,-7.72
975.98,77.5,3.85,2.99,0.87,1.91,3.06,1271.85,0.48,0.9,59.02,-6.15
976.23,77.2,3.78,2.92,0.86,1.86,2.99,1273.39,0.37,1.12,316.4,-6.39
976.84,80.8,3.44,2.78,0.66,1.77,2.85,1280.09,1,1.44,226,-7.61
977.16,83.5,3.14,2.62,0.52,1.67,2.69,1286.2,0.94,1.52,267.9,-8.77
977.91,86.2,2.86,2.47,0.4,1.57,2.52,1292.99,2.63,3.12,241.9,-9.94
978.35,86.3,2.92,2.52,0.4,1.6,2.57,1292.47,1.83,2.52,251,-9.72
978.69,86.4,2.64,2.28,0.36,1.45,2.33,1299.05,1.19,2.2,144.2,-10.94
979.13,89.7,2.7,2.42,0.28,1.54,2.47,1298.28,1.52,2.06,213.3,-10.68
979.77,87.4,2.94,2.57,0.37,1.63,2.62,1293.88,0.93,1.6,173.8,-9.63
980.28,86.1,2.97,2.56,0.41,1.63,2.61,1293.77,1.24,2.36,170,-9.47
980.48,88.2,3.08,2.72,0.36,1.73,2.77,1291.75,0.62,1.2,188.2,-9.02
981.35,89.1,3.17,2.83,0.35,1.79,2.88,1291.04,0.95,1.36,178.5,-8.65
982.41,84.6,3.36,2.85,0.52,1.8,2.9,1288.77,1.01,1.56,134.6,-7.9
982.99,82.1,3.67,3.02,0.66,1.91,3.07,1283.97,1.28,1.92,136.1,-6.77
983.37,76.4,4.29,3.28,1.01,2.08,3.33,1274.65,0.83,1.76,146.7,-4.74
983.66,70,4.51,3.16,1.35,2,3.21,1271.92,1.71,2.48,205.6,-4.08
983.97,79.7,3.93,3.13,0.8,1.98,3.18,1281.04,0.91,1.44,225.6,-5.91
985.22,86.5,3.4,2.94,0.46,1.86,2.99,1291.68,1.51,2.08,233.6,-7.75
986.51,90.4,2.97,2.68,0.28,1.69,2.72,1302.04,0.34,0.76,49.27,-9.49
987.33,89.7,2.74,2.46,0.28,1.55,2.49,1308.25,0.52,0.96,195.5,-10.5
988.06,90.3,2.65,2.39,0.26,1.51,2.42,1311.39,1.32,1.84,34.47,-10.93
988.82,90.1,2.43,2.19,0.24,1.38,2.21,1317.83,0.8,1.2,200.4,-11.99
989.74,90.3,2.34,2.12,0.23,1.33,2.14,1321.37,0.32,0.6,35.61,-12.44
990.18,87.9,2.41,2.12,0.29,1.33,2.14,1320.24,0.49,0.92,116.8,-12.1
989.99,88,2.49,2.19,0.3,1.38,2.21,1317.88,0.54,1.22,30.04,-11.69
990.52,90.4,2.69,2.43,0.26,1.53,2.45,1313.74,1.88,2.48,42.2,-10.75
991.09,92.5,2.73,2.53,0.2,1.59,2.55,1313.35,3.59,4.35,23.37,-10.53
991.54,92.4,2.74,2.53,0.21,1.59,2.55,1313.89,2.47,3.61,18.4,-10.52
990.92,91.1,2.9,2.64,0.26,1.66,2.66,1309.43,4.12,5.69,19.34,-9.8
990.08,89,3.02,2.69,0.33,1.69,2.72,1305.61,4.54,6.33,19.62,-9.26
990.07,90.9,3.17,2.88,0.29,1.81,2.91,1302.59,4.89,7.05,26.69,-8.67
989.5,93.8,3.22,3.02,0.2,1.9,3.05,1300.74,6.58,9.21,29.18,-8.46
988.99,94.6,3.39,3.21,0.18,2.02,3.24,1296.79,6.3,8.65,26.96,-7.81
988.54,91.9,3.62,3.33,0.29,2.09,3.36,1292.03,7.88,10.57,25.49,-6.97
988.03,90.8,3.76,3.41,0.35,2.15,3.46,1288.91,7.65,11.5,27.49,-6.47
987.81,89.6,3.81,3.41,0.4,2.15,3.45,1287.86,7.31,10.49,29.38,-6.31
986.97,89.5,3.77,3.37,0.4,2.13,3.42,1287.4,7.55,10.57,28.13,-6.44
986.39,90.6,3.79,3.44,0.36,2.17,3.49,1286.18,6.22,8.25,28.41,-6.35
985.91,93.4,3.95,3.69,0.26,2.33,3.74,1282.94,5.67,7.61,23.84,-5.83
985.48,93.3,4.11,3.84,0.28,2.43,3.89,1279.74,5.44,6.97,28.08,-5.3
985.21,93.8,4.18,3.92,0.26,2.48,3.98,1278.37,6.34,9.85,27.87,-5.09
985.38,92.9,4.28,3.98,0.3,2.52,4.04,1277.03,5.87,7.81,25.85,-4.77
984.95,91.5,4.33,3.97,0.37,2.51,4.03,1275.72,5.05,8.13,28.39,-4.61
984.33,90,4.33,3.89,0.43,2.46,3.96,1275.06,4.89,7.15,33.06,-4.63
984.01,89.8,4.26,3.83,0.43,2.42,3.89,1275.59,6.84,8.93,34.65,-4.83
983.42,88.5,4.2,3.72,0.48,2.36,3.78,1275.76,6.38,8.37,27.35,-5.01
983.43,88.3,4.16,3.68,0.49,2.33,3.74,1276.39,5.47,7.77,42.14,-5.14
983.23,88.8,4.14,3.67,0.46,2.33,3.74,1276.53,5,7.89,40.11,-5.22
983.27,90.2,4.11,3.71,0.4,2.35,3.77,1276.93,4.58,6.77,36.21,-5.3
983.11,92.2,4.07,3.75,0.32,2.38,3.82,1277.4,4.29,5.99,26.83,-5.44
982.84,92.9,4.08,3.79,0.29,2.4,3.85,1276.91,4.04,6.25,24.88,-5.42
983.22,93.7,4.08,3.82,0.26,2.42,3.88,1277.4,4.49,6.41,22.54,-5.42
983.11,93.3,4.12,3.85,0.28,2.44,3.91,1276.54,4.74,6.41,28,-5.27
983.23,94.1,4.12,3.88,0.24,2.46,3.94,1276.7,4.51,5.75,23.86,-5.28
983.85,95.5,4.12,3.93,0.19,2.49,4,1277.53,4.48,6.85,26.11,-5.29
984.55,95.5,4.13,3.95,0.19,2.5,4.01,1278.16,4.47,6.09,24.03,-5.23
985.2,90.5,4.32,3.91,0.41,2.47,3.97,1276.3,5.28,7.05,24.87,-4.66
985.66,89.9,4.29,3.86,0.43,2.44,3.91,1277.36,5.48,6.57,22.46,-4.75
985.81,91.1,4.33,3.94,0.38,2.49,4,1276.98,2.01,3.1,16.7,-4.64
986.78,91.2,4.25,3.88,0.37,2.45,3.93,1279.38,2.08,3.08,20.62,-4.87
987.25,92.4,4.18,3.87,0.32,2.44,3.92,1280.97,0.79,2.36,13.44,-5.07
987.66,91.7,4.08,3.74,0.34,2.36,3.79,1283.19,1.77,2.84,19.22,-5.41
987.95,91.5,4.08,3.73,0.35,2.35,3.78,1283.57,0.31,0.72,193.5,-5.41
988.12,91.8,3.99,3.66,0.33,2.31,3.7,1285.24,0.33,0.6,30.62,-5.71
988.18,90.6,4.11,3.73,0.39,2.35,3.77,1283.3,0.33,0.76,280.3,-5.3
988.16,92.2,3.87,3.57,0.3,2.25,3.61,1287.23,1.06,1.88,20.21,-6.1
988.15,91.4,3.78,3.45,0.33,2.18,3.5,1288.72,1.8,2.74,18.08,-6.4
988.14,92.4,3.72,3.44,0.28,2.17,3.48,1289.72,1,1.68,0.5,-6.61
988.27,92.6,3.68,3.41,0.27,2.15,3.45,1290.5,0.95,1.38,16.02,-6.73
988.84,92.1,3.67,3.38,0.29,2.13,3.42,1291.43,2.13,3.12,25.19,-6.77
989.37,91.5,3.61,3.3,0.31,2.08,3.33,1293.34,3.53,4.37,26.07,-7.01
989.25,89.1,3.61,3.22,0.39,2.03,3.25,1293.11,3.86,5.05,39.23,-6.99
989.09,85.8,3.66,3.14,0.52,1.98,3.17,1292.12,2.89,3.89,42.45,-6.82
989.23,86.8,3.63,3.15,0.48,1.98,3.18,1292.88,2.89,3.87,36.65,-6.94
989.71,88.1,3.57,3.15,0.43,1.98,3.18,1294.45,2.73,3.32,40.24,-7.13
990.11,87.8,3.62,3.18,0.44,2,3.21,1294.14,1.7,2.36,47.58,-6.96
990.48,89.2,3.59,3.2,0.39,2.01,3.23,1295.14,0.79,1.28,54.67,-7.07
990.98,89.1,3.63,3.23,0.4,2.03,3.26,1295.05,0.38,0.88,293.7,-6.92
991.43,90.1,3.57,3.22,0.35,2.02,3.25,1296.66,0.77,1.16,67.34,-7.13
991.47,90.3,3.6,3.25,0.35,2.04,3.28,1296.16,0.68,1.04,218.4,-7.02
991.52,91.1,3.59,3.27,0.32,2.05,3.29,1296.51,0.92,1.32,35.61,-7.08
991.62,91.6,3.57,3.27,0.3,2.05,3.29,1296.99,1,1.4,232.7,-7.15
991.65,90.9,3.53,3.21,0.32,2.02,3.24,1297.64,0.92,1.6,45.91,-7.27
991.83,92.5,3.52,3.26,0.26,2.04,3.28,1298.1,1.05,1.36,46.55,-7.32
991.87,90.7,3.63,3.29,0.34,2.06,3.31,1296.28,1.28,1.68,26.2,-6.94
991.58,83.3,4.19,3.49,0.7,2.19,3.52,1286.74,0.42,0.84,222,-5.07
990.59,80.9,4.19,3.39,0.8,2.13,3.43,1285.38,1.87,2.42,36.3,-5.04
989.5,78.2,4.42,3.46,0.96,2.18,3.5,1280.59,1.28,1.76,20.9,-4.34
989.03,82.9,4.18,3.46,0.71,2.18,3.5,1283.56,1.97,2.48,16.18,-5.09
